Espessura,Velocidade,Tempo,Ciclos,Temperatura,Humidade,Percurso,T_Caixa,T_Direta,T_i,T_f
714.9266625,100,120,5,20,42,59,79,116,0,0
637.7858603,115,120,5,20,42,59,79,116,0,0
579.7440957,130,120,5,20,42,59,79,116,0,0
534.827352,145,120,5,20,42,59,79,116,0,0
499.3079579,160,120,5,20,42,59,79,116,0,0
470.740601,175,120,5,20,42,59,79,116,0,0
447.4553128,190,120,5,20,42,59,79,116,0,0
428.2732523,205,120,5,20,42,59,79,116,0,0
412.3388907,220,120,5,20,42,59,79,116,0,0
399.0165494,235,120,5,20,42,59,79,116,0,0
387.8242413,250,120,5,20,42,59,79,116,0,0
378.3900211,265,120,5,20,42,59,79,116,0,0
370.4223929,280,120,5,20,42,59,79,116,0,0
363.6897668,295,120,5,20,42,59,79,116,0,0
358.0058939,310,120,5,20,42,59,79,116,0,0
353.2193467,325,120,5,20,42,59,79,116,0,0
349.205792,340,120,5,20,42,59,79,116,0,0
345.8622292,355,120,5,20,42,59,79,116,0,0
343.1026361,370,120,5,20,42,59,79,116,0,0
340.8546354,385,120,5,20,42,59,79,116,0,0
339.0569156,400,120,5,20,42,59,79,116,0,0
337.6572126,415,120,5,20,42,59,79,116,0,0
336.6107175,430,120,5,20,42,59,79,116,0,0
335.8788063,445,120,5,20,42,59,79,116,0,0
335.4280208,460,120,5,20,42,59,79,116,0,0
335.2292435,475,120,5,20,42,59,79,116,0,0
335.2570248,490,120,5,20,42,59,79,116,0,0
335.4890313,505,120,5,20,42,59,79,116,0,0
335.9055897,520,120,5,20,42,59,79,116,0,0
336.4893085,535,120,5,20,42,59,79,116,0,0
337.2247624,550,120,5,20,42,59,79,116,0,0
338.0982263,565,120,5,20,42,59,79,116,0,0
339.0974523,580,120,5,20,42,59,79,116,0,0
340.2114796,595,120,5,20,42,59,79,116,0,0
341.4304737,610,120,5,20,42,59,79,116,0,0
342.7455881,625,120,5,20,42,59,79,116,0,0
344.1488463,640,120,5,20,42,59,79,116,0,0
345.63304,655,120,5,20,42,59,79,116,0,0
347.1916411,670,120,5,20,42,59,79,116,0,0
348.8187254,685,120,5,20,42,59,79,116,0,0
350.5089064,700,120,5,20,42,59,79,116,0,0
352.2572773,715,120,5,20,42,59,79,116,0,0
354.0593603,730,120,5,20,42,59,79,116,0,0
355.9110626,745,120,5,20,42,59,79,116,0,0
357.8086366,760,120,5,20,42,59,79,116,0,0
359.7486463,775,120,5,20,42,59,79,116,0,0
361.7279361,790,120,5,20,42,59,79,116,0,0
363.743604,805,120,5,20,42,59,79,116,0,0
365.7929779,820,120,5,20,42,59,79,116,0,0
367.8735939,835,120,5,20,42,59,79,116,0,0
369.9831772,850,120,5,20,42,59,79,116,0,0
372.1196255,865,120,5,20,42,59,79,116,0,0
374.2809932,880,120,5,20,42,59,79,116,0,0
376.4654782,895,120,5,20,42,59,79,116,0,0
378.6714092,910,120,5,20,42,59,79,116,0,0
380.8972349,925,120,5,20,42,59,79,116,0,0
383.1415137,940,120,5,20,42,59,79,116,0,0
385.4029052,955,120,5,20,42,59,79,116,0,0
387.6801613,970,120,5,20,42,59,79,116,0,0
389.9721195,985,120,5,20,42,59,79,116,0,0
392.2776957,1000,120,5,20,42,59,79,116,0,0
394.5958783,1015,120,5,20,42,59,79,116,0,0
396.9257225,1030,120,5,20,42,59,79,116,0,0
399.2663455,1045,120,5,20,42,59,79,116,0,0
401.6169215,1060,120,5,20,42,59,79,116,0,0
403.9766778,1075,120,5,20,42,59,79,116,0,0
406.3448907,1090,120,5,20,42,59,79,116,0,0
408.7208822,1105,120,5,20,42,59,79,116,0,0
411.1040165,1120,120,5,20,42,59,79,116,0,0
413.4936971,1135,120,5,20,42,59,79,116,0,0
415.8893642,1150,120,5,20,42,59,79,116,0,0
418.2904921,1165,120,5,20,42,59,79,116,0,0
420.6965866,1180,120,5,20,42,59,79,116,0,0
423.1071835,1195,120,5,20,42,59,79,116,0,0
425.5218458,1210,120,5,20,42,59,79,116,0,0
427.9401626,1225,120,5,20,42,59,79,116,0,0
430.361747,1240,120,5,20,42,59,79,116,0,0
432.7862348,1255,120,5,20,42,59,79,116,0,0
435.2132829,1270,120,5,20,42,59,79,116,0,0
437.6425677,1285,120,5,20,42,59,79,116,0,0
440.0737844,1300,120,5,20,42,59,79,116,0,0
442.5066456,1315,120,5,20,42,59,79,116,0,0
444.9408801,1330,120,5,20,42,59,79,116,0,0
447.3762321,1345,120,5,20,42,59,79,116,0,0
449.81246,1360,120,5,20,42,59,79,116,0,0
452.249336,1375,120,5,20,42,59,79,116,0,0
454.6866447,1390,120,5,20,42,59,79,116,0,0
457.1241831,1405,120,5,20,42,59,79,116,0,0
459.561759,1420,120,5,20,42,59,79,116,0,0
461.999191,1435,120,5,20,42,59,79,116,0,0
464.4363079,1450,120,5,20,42,59,79,116,0,0
466.8729476,1465,120,5,20,42,59,79,116,0,0
469.3089571,1480,120,5,20,42,59,79,116,0,0
471.7441917,1495,120,5,20,42,59,79,116,0,0
474.1785146,1510,120,5,20,42,59,79,116,0,0
476.6117967,1525,120,5,20,42,59,79,116,0,0
479.0439157,1540,120,5,20,42,59,79,116,0,0
481.4747561,1555,120,5,20,42,59,79,116,0,0
483.9042087,1570,120,5,20,42,59,79,116,0,0
486.3321703,1585,120,5,20,42,59,79,116,0,0
488.7585434,1600,120,5,20,42,59,79,116,0,0
491.1832357,1615,120,5,20,42,59,79,116,0,0
493.6061602,1630,120,5,20,42,59,79,116,0,0
496.0272346,1645,120,5,20,42,59,79,116,0,0
498.446381,1660,120,5,20,42,59,79,116,0,0
500.8635261,1675,120,5,20,42,59,79,116,0,0
503.2786004,1690,120,5,20,42,59,79,116,0,0
505.6915387,1705,120,5,20,42,59,79,116,0,0
508.1022789,1720,120,5,20,42,59,79,116,0,0
510.5107629,1735,120,5,20,42,59,79,116,0,0
512.9169358,1750,120,5,20,42,59,79,116,0,0
515.3207456,1765,120,5,20,42,59,79,116,0,0
517.7221437,1780,120,5,20,42,59,79,116,0,0
520.1210839,1795,120,5,20,42,59,79,116,0,0
522.5175231,1810,120,5,20,42,59,79,116,0,0
524.9114205,1825,120,5,20,42,59,79,116,0,0
527.302738,1840,120,5,20,42,59,79,116,0,0
529.6914395,1855,120,5,20,42,59,79,116,0,0
532.0774913,1870,120,5,20,42,59,79,116,0,0
534.4608618,1885,120,5,20,42,59,79,116,0,0
536.8415215,1900,120,5,20,42,59,79,116,0,0
539.2194425,1915,120,5,20,42,59,79,116,0,0
541.594599,1930,120,5,20,42,59,79,116,0,0
543.9669667,1945,120,5,20,42,59,79,116,0,0
546.3365233,1960,120,5,20,42,59,79,116,0,0
548.7032476,1975,120,5,20,42,59,79,116,0,0
551.0671201,1990,120,5,20,42,59,79,116,0,0
896.6563118,100,120,5,20,42,59,0,0,51,50
795.2632247,115,120,5,20,42,59,0,0,51,50
718.5216944,130,120,5,20,42,59,0,0,51,50
658.7360993,145,120,5,20,42,59,0,0,51,50
611.1025579,160,120,5,20,42,59,0,0,51,50
572.4683873,175,120,5,20,42,59,0,0,51,50
540.6795219,190,120,5,20,42,59,0,0,51,50
514.2146304,205,120,5,20,42,59,0,0,51,50
491.9690385,220,120,5,20,42,59,0,0,51,50
473.1214852,235,120,5,20,42,59,0,0,51,50
457.0489029,250,120,5,20,42,59,0,0,51,50
443.2701771,265,120,5,20,42,59,0,0,51,50
431.4080108,280,120,5,20,42,59,0,0,51,50
421.1624428,295,120,5,20,42,59,0,0,51,50
412.2920688,310,120,5,20,42,59,0,0,51,50
404.6004734,325,120,5,20,42,59,0,0,51,50
397.9262616,340,120,5,20,42,59,0,0,51,50
392.1356248,355,120,5,20,42,59,0,0,51,50
387.1167186,370,120,5,20,42,59,0,0,51,50
382.77536,385,120,5,20,42,59,0,0,51,50
379.0316953,400,120,5,20,42,59,0,0,51,50
375.8175933,415,120,5,20,42,59,0,0,51,50
373.0745857,430,120,5,20,42,59,0,0,51,50
370.7522264,445,120,5,20,42,59,0,0,51,50
368.8067729,460,120,5,20,42,59,0,0,51,50
367.2001182,475,120,5,20,42,59,0,0,51,50
365.8989208,490,120,5,20,42,59,0,0,51,50
364.8738895,505,120,5,20,42,59,0,0,51,50
364.0991935,520,120,5,20,42,59,0,0,51,50
363.5519718,535,120,5,20,42,59,0,0,51,50
363.2119238,550,120,5,20,42,59,0,0,51,50
363.0609648,565,120,5,20,42,59,0,0,51,50
363.0829363,580,120,5,20,42,59,0,0,51,50
363.2633595,595,120,5,20,42,59,0,0,51,50
363.5892261,610,120,5,20,42,59,0,0,51,50
364.0488194,625,120,5,20,42,59,0,0,51,50
364.63156,640,120,5,20,42,59,0,0,51,50
365.3278741,655,120,5,20,42,59,0,0,51,50
366.1290786,670,120,5,20,42,59,0,0,51,50
367.0272821,685,120,5,20,42,59,0,0,51,50
368.0152984,700,120,5,20,42,59,0,0,51,50
369.0865712,715,120,5,20,42,59,0,0,51,50
370.2351077,730,120,5,20,42,59,0,0,51,50
371.4554215,745,120,5,20,42,59,0,0,51,50
372.7424806,760,120,5,20,42,59,0,0,51,50
374.0916631,775,120,5,20,42,59,0,0,51,50
375.4987172,790,120,5,20,42,59,0,0,51,50
376.9597257,805,120,5,20,42,59,0,0,51,50
378.4710749,820,120,5,20,42,59,0,0,51,50
380.0294265,835,120,5,20,42,59,0,0,51,50
381.6316924,850,120,5,20,42,59,0,0,51,50
383.275013,865,120,5,20,42,59,0,0,51,50
384.9567367,880,120,5,20,42,59,0,0,51,50
386.6744019,895,120,5,20,42,59,0,0,51,50
388.4257212,910,120,5,20,42,59,0,0,51,50
390.2085667,925,120,5,20,42,59,0,0,51,50
392.0209567,940,120,5,20,42,59,0,0,51,50
393.8610441,955,120,5,20,42,59,0,0,51,50
395.7271053,970,120,5,20,42,59,0,0,51,50
397.6175307,985,120,5,20,42,59,0,0,51,50
399.530816,1000,120,5,20,42,59,0,0,51,50
401.4655536,1015,120,5,20,42,59,0,0,51,50
403.4204257,1030,120,5,20,42,59,0,0,51,50
405.3941975,1045,120,5,20,42,59,0,0,51,50
407.3857112,1060,120,5,20,42,59,0,0,51,50
409.3938799,1075,120,5,20,42,59,0,0,51,50
411.4176833,1090,120,5,20,42,59,0,0,51,50
413.4561622,1105,120,5,20,42,59,0,0,51,50
415.5084149,1120,120,5,20,42,59,0,0,51,50
417.5735925,1135,120,5,20,42,59,0,0,51,50
419.6508961,1150,120,5,20,42,59,0,0,51,50
421.7395727,1165,120,5,20,42,59,0,0,51,50
423.8389125,1180,120,5,20,42,59,0,0,51,50
425.9482461,1195,120,5,20,42,59,0,0,51,50
428.0669415,1210,120,5,20,42,59,0,0,51,50
430.1944023,1225,120,5,20,42,59,0,0,51,50
432.3300646,1240,120,5,20,42,59,0,0,51,50
434.4733958,1255,120,5,20,42,59,0,0,51,50
436.6238919,1270,120,5,20,42,59,0,0,51,50
438.7810763,1285,120,5,20,42,59,0,0,51,50
440.9444977,1300,120,5,20,42,59,0,0,51,50
443.1137289,1315,120,5,20,42,59,0,0,51,50
445.2883652,1330,120,5,20,42,59,0,0,51,50
447.4680229,1345,120,5,20,42,59,0,0,51,50
449.6523384,1360,120,5,20,42,59,0,0,51,50
451.8409667,1375,120,5,20,42,59,0,0,51,50
454.0335806,1390,120,5,20,42,59,0,0,51,50
456.2298694,1405,120,5,20,42,59,0,0,51,50
458.4295383,1420,120,5,20,42,59,0,0,51,50
460.6323073,1435,120,5,20,42,59,0,0,51,50
462.8379102,1450,120,5,20,42,59,0,0,51,50
465.0460942,1465,120,5,20,42,59,0,0,51,50
467.2566189,1480,120,5,20,42,59,0,0,51,50
469.4692559,1495,120,5,20,42,59,0,0,51,50
471.6837878,1510,120,5,20,42,59,0,0,51,50
473.9000078,1525,120,5,20,42,59,0,0,51,50
476.1177192,1540,120,5,20,42,59,0,0,51,50
478.3367348,1555,120,5,20,42,59,0,0,51,50
480.5568762,1570,120,5,20,42,59,0,0,51,50
482.7779738,1585,120,5,20,42,59,0,0,51,50
484.999866,1600,120,5,20,42,59,0,0,51,50
487.2223988,1615,120,5,20,42,59,0,0,51,50
489.4454254,1630,120,5,20,42,59,0,0,51,50
491.6688064,1645,120,5,20,42,59,0,0,51,50
493.8924083,1660,120,5,20,42,59,0,0,51,50
496.1161044,1675,120,5,20,42,59,0,0,51,50
498.3397736,1690,120,5,20,42,59,0,0,51,50
500.5633007,1705,120,5,20,42,59,0,0,51,50
502.7865757,1720,120,5,20,42,59,0,0,51,50
505.0094938,1735,120,5,20,42,59,0,0,51,50
507.231955,1750,120,5,20,42,59,0,0,51,50
509.453864,1765,120,5,20,42,59,0,0,51,50
511.6751299,1780,120,5,20,42,59,0,0,51,50
513.895666,1795,120,5,20,42,59,0,0,51,50
516.1153896,1810,120,5,20,42,59,0,0,51,50
518.334222,1825,120,5,20,42,59,0,0,51,50
520.5520878,1840,120,5,20,42,59,0,0,51,50
522.7689154,1855,120,5,20,42,59,0,0,51,50
524.9846364,1870,120,5,20,42,59,0,0,51,50
527.1991855,1885,120,5,20,42,59,0,0,51,50
529.4125005,1900,120,5,20,42,59,0,0,51,50
531.6245222,1915,120,5,20,42,59,0,0,51,50
533.835194,1930,120,5,20,42,59,0,0,51,50
536.0444619,1945,120,5,20,42,59,0,0,51,50
538.2522746,1960,120,5,20,42,59,0,0,51,50
540.4585832,1975,120,5,20,42,59,0,0,51,50
542.6633408,1990,120,5,20,42,59,0,0,51,50
383.2781669,100,120,5,20,42,59,0,0,81,80
354.1309574,115,120,5,20,42,59,0,0,81,80
333.3886391,130,120,5,20,42,59,0,0,81,80
318.3823339,145,120,5,20,42,59,0,0,81,80
307.451872,160,120,5,20,42,59,0,0,81,80
299.5118486,175,120,5,20,42,59,0,0,81,80
293.8236811,190,120,5,20,42,59,0,0,81,80
289.8680064,205,120,5,20,42,59,0,0,81,80
287.2694478,220,120,5,20,42,59,0,0,81,80
285.7503032,235,120,5,20,42,59,0,0,81,80
285.10098,250,120,5,20,42,59,0,0,81,80
285.1605207,265,120,5,20,42,59,0,0,81,80
285.8034255,280,120,5,20,42,59,0,0,81,80
286.9305201,295,120,5,20,42,59,0,0,81,80
288.4624949,310,120,5,20,42,59,0,0,81,80
290.3352471,325,120,5,20,42,59,0,0,81,80
292.4964672,340,120,5,20,42,59,0,0,81,80
294.9030994,355,120,5,20,42,59,0,0,81,80
297.5194258,370,120,5,20,42,59,0,0,81,80
300.3156046,385,120,5,20,42,59,0,0,81,80
303.2665405,400,120,5,20,42,59,0,0,81,80
306.3510039,415,120,5,20,42,59,0,0,81,80
309.550937,430,120,5,20,42,59,0,0,81,80
312.8509027,445,120,5,20,42,59,0,0,81,80
316.2376428,460,120,5,20,42,59,0,0,81,80
319.6997219,475,120,5,20,42,59,0,0,81,80
323.2272372,490,120,5,20,42,59,0,0,81,80
326.8115822,505,120,5,20,42,59,0,0,81,80
330.4452512,520,120,5,20,42,59,0,0,81,80
334.1216781,535,120,5,20,42,59,0,0,81,80
337.8351017,550,120,5,20,42,59,0,0,81,80
341.5804537,565,120,5,20,42,59,0,0,81,80
345.3532637,580,120,5,20,42,59,0,0,81,80
349.1495799,595,120,5,20,42,59,0,0,81,80
352.9659011,610,120,5,20,42,59,0,0,81,80
356.7991193,625,120,5,20,42,59,0,0,81,80
360.6464705,640,120,5,20,42,59,0,0,81,80
364.5054922,655,120,5,20,42,59,0,0,81,80
368.3739875,670,120,5,20,42,59,0,0,81,80
372.2499934,685,120,5,20,42,59,0,0,81,80
376.1317539,700,120,5,20,42,59,0,0,81,80
380.017696,715,120,5,20,42,59,0,0,81,80
383.9064095,730,120,5,20,42,59,0,0,81,80
387.796629,745,120,5,20,42,59,0,0,81,80
391.6872181,760,120,5,20,42,59,0,0,81,80
395.5771556,775,120,5,20,42,59,0,0,81,80
399.4655231,790,120,5,20,42,59,0,0,81,80
403.3514948,805,120,5,20,42,59,0,0,81,80
407.2343277,820,120,5,20,42,59,0,0,81,80
411.1133532,835,120,5,20,42,59,0,0,81,80
414.9879699,850,120,5,20,42,59,0,0,81,80
418.8576365,865,120,5,20,42,59,0,0,81,80
422.7218665,880,120,5,20,42,59,0,0,81,80
426.5802225,895,120,5,20,42,59,0,0,81,80
430.4323117,910,120,5,20,42,59,0,0,81,80
434.2777816,925,120,5,20,42,59,0,0,81,80
438.1163163,940,120,5,20,42,59,0,0,81,80
441.9476331,955,120,5,20,42,59,0,0,81,80
445.7714792,970,120,5,20,42,59,0,0,81,80
449.5876296,985,120,5,20,42,59,0,0,81,80
453.3958839,1000,120,5,20,42,59,0,0,81,80
457.1960643,1015,120,5,20,42,59,0,0,81,80
460.9880139,1030,120,5,20,42,59,0,0,81,80
464.7715946,1045,120,5,20,42,59,0,0,81,80
468.5466851,1060,120,5,20,42,59,0,0,81,80
472.3131803,1075,120,5,20,42,59,0,0,81,80
476.0709889,1090,120,5,20,42,59,0,0,81,80
479.820033,1105,120,5,20,42,59,0,0,81,80
483.5602465,1120,120,5,20,42,59,0,0,81,80
487.2915742,1135,120,5,20,42,59,0,0,81,80
491.0139708,1150,120,5,20,42,59,0,0,81,80
494.7274003,1165,120,5,20,42,59,0,0,81,80
498.4318347,1180,120,5,20,42,59,0,0,81,80
502.127254,1195,120,5,20,42,59,0,0,81,80
505.8136448,1210,120,5,20,42,59,0,0,81,80
509.4910003,1225,120,5,20,42,59,0,0,81,80
513.1593194,1240,120,5,20,42,59,0,0,81,80
516.8186065,1255,120,5,20,42,59,0,0,81,80
520.4688705,1270,120,5,20,42,59,0,0,81,80
524.1101251,1285,120,5,20,42,59,0,0,81,80
527.7423878,1300,120,5,20,42,59,0,0,81,80
531.3656799,1315,120,5,20,42,59,0,0,81,80
534.9800262,1330,120,5,20,42,59,0,0,81,80
538.5854541,1345,120,5,20,42,59,0,0,81,80
542.1819944,1360,120,5,20,42,59,0,0,81,80
545.7696799,1375,120,5,20,42,59,0,0,81,80
549.3485461,1390,120,5,20,42,59,0,0,81,80
552.9186303,1405,120,5,20,42,59,0,0,81,80
556.4799718,1420,120,5,20,42,59,0,0,81,80
560.0326116,1435,120,5,20,42,59,0,0,81,80
563.5765923,1450,120,5,20,42,59,0,0,81,80
567.1119576,1465,120,5,20,42,59,0,0,81,80
570.6387529,1480,120,5,20,42,59,0,0,81,80
574.1570242,1495,120,5,20,42,59,0,0,81,80
577.6668189,1510,120,5,20,42,59,0,0,81,80
581.1681849,1525,120,5,20,42,59,0,0,81,80
584.6611711,1540,120,5,20,42,59,0,0,81,80
588.1458271,1555,120,5,20,42,59,0,0,81,80
591.6222027,1570,120,5,20,42,59,0,0,81,80
595.0903488,1585,120,5,20,42,59,0,0,81,80
598.5503161,1600,120,5,20,42,59,0,0,81,80
602.0021561,1615,120,5,20,42,59,0,0,81,80
605.4459203,1630,120,5,20,42,59,0,0,81,80
608.8816606,1645,120,5,20,42,59,0,0,81,80
612.3094291,1660,120,5,20,42,59,0,0,81,80
615.7292777,1675,120,5,20,42,59,0,0,81,80
619.1412588,1690,120,5,20,42,59,0,0,81,80
622.5454245,1705,120,5,20,42,59,0,0,81,80
625.9418272,1720,120,5,20,42,59,0,0,81,80
629.3305188,1735,120,5,20,42,59,0,0,81,80
632.7115516,1750,120,5,20,42,59,0,0,81,80
636.0849776,1765,120,5,20,42,59,0,0,81,80
639.4508485,1780,120,5,20,42,59,0,0,81,80
642.8092161,1795,120,5,20,42,59,0,0,81,80
646.1601319,1810,120,5,20,42,59,0,0,81,80
649.5036471,1825,120,5,20,42,59,0,0,81,80
652.8398128,1840,120,5,20,42,59,0,0,81,80
656.1686799,1855,120,5,20,42,59,0,0,81,80
659.4902988,1870,120,5,20,42,59,0,0,81,80
662.8047199,1885,120,5,20,42,59,0,0,81,80
666.1119931,1900,120,5,20,42,59,0,0,81,80
669.4121681,1915,120,5,20,42,59,0,0,81,80
672.7052942,1930,120,5,20,42,59,0,0,81,80
675.9914206,1945,120,5,20,42,59,0,0,81,80
679.2705959,1960,120,5,20,42,59,0,0,81,80
682.5428684,1975,120,5,20,42,59,0,0,81,80
685.8082861,1990,120,5,20,42,59,0,0,81,80
462.9601945,2000,120,1,20,42,59,79,116,0,0
478.0721271,2000,120,2,20,42,59,79,116,0,0
493.1840597,2000,120,3,20,42,59,79,116,0,0
508.2959923,2000,120,4,20,42,59,79,116,0,0
523.407925,2000,120,5,20,42,59,79,116,0,0
538.5198576,2000,120,6,20,42,59,79,116,0,0
553.6317902,2000,120,7,20,42,59,79,116,0,0
568.7437228,2000,120,8,20,42,59,79,116,0,0
583.8556554,2000,120,9,20,42,59,79,116,0,0
598.9675881,2000,120,10,20,42,59,79,116,0,0
614.0795207,2000,120,11,20,42,59,79,116,0,0
629.1914533,2000,120,12,20,42,59,79,116,0,0
644.3033859,2000,120,13,20,42,59,79,116,0,0
659.4153185,2000,120,14,20,42,59,79,116,0,0
480.1805479,2000,120,1,20,42,59,0,0,51,50
493.1945171,2000,120,2,20,42,59,0,0,51,50
506.2084863,2000,120,3,20,42,59,0,0,51,50
519.2224555,2000,120,4,20,42,59,0,0,51,50
532.2364247,2000,120,5,20,42,59,0,0,51,50
545.2503938,2000,120,6,20,42,59,0,0,51,50
558.264363,2000,120,7,20,42,59,0,0,51,50
571.2783322,2000,120,8,20,42,59,0,0,51,50
584.2923014,2000,120,9,20,42,59,0,0,51,50
597.3062705,2000,120,10,20,42,59,0,0,51,50
610.3202397,2000,120,11,20,42,59,0,0,51,50
623.3342089,2000,120,12,20,42,59,0,0,51,50
636.3481781,2000,120,13,20,42,59,0,0,51,50
649.3621473,2000,120,14,20,42,59,0,0,51,50
685.735,100,120,5,22.1,58,56.48,78,107,0,0
390.255,300,120,5,22.9,48,55.11,80,109,0,0
432.844,400,120,5,21.9,28,51.67,80,120,0,0
320.519,500,120,5,22.1,58,58.73,72,125,0,0
390.706,750,120,5,22.4,46,55.11,76,107,0,0
384.612,1000,120,5,22.1,58,58.73,72,125,0,0
376.782,1500,120,5,22.4,46,55.11,76,107,0,0
588.486,2000,120,5,19.9,48,56.43,83,130,0,0
602.102,2000,120,1,21.7,59,56.48,78,107,0,0
795.771,2000,120,2,19.1,41,50.6,75,120,0,0
448.932,2000,120,3,29.9,47,55.11,80,113,0,0
588.486,2000,120,5,19.9,48,56.43,83,130,0,0
531.803,2000,120,7,23.3,48,55.11,89,114,0,0
654.095,2000,120,10,21.5,60,56.48,78,107,0,0
533.922,2000,120,13,22.6,30,51.67,83,116,0,0
730.784,2000,120,15,21.6,60,56.48,78,107,0,0
582.702,2000,0,5,22.4,27,51.67,86,123,0,0
734.213,2000,20,5,21.9,31,51.67,81,110,0,0
683.325,2000,30,5,21.9,59,56.48,78,107,0,0
585.338,2000,45,5,22.2,27,51.67,80,129,0,0
768.446,2000,60,5,21.8,59,56.48,78,107,0,0
622.694,2000,90,5,22,27,51.67,80,120,0,0
795.771,2000,120,5,19.9,48,56.43,83,130,0,0
597.65,2000,180,5,21.8,59,56.48,78,107,0,0
339.468,100,120,5,18.1,34,63.62,0,0,50,50
374.785,300,120,5,17.8,39,63.62,0,0,50,51
417.539,400,120,5,17.9,39,63.62,0,0,51,50
369.961,500,120,5,17.7,39,63.62,0,0,50,51
396.422,750,120,5,17.7,39,63.62,0,0,51,50
415.436,1000,120,5,17.9,38,63.62,0,0,52,50
480.554,1500,120,5,19.1,40,63.62,0,0,50,49
528.944,2000,120,5,18.8,40,63.62,0,0,50,50
525.15,2000,120,5,18,36,63.62,0,0,53,52
485.275,2000,120,1,18.3,37,63.62,0,0,52,51
676.301,2000,120,2,18.3,37,63.62,0,0,51,50
508.914,2000,120,3,18.2,36,63.62,0,0,52,50
528.944,2000,120,5,18.8,40,63.62,0,0,50,50
525.15,2000,120,5,18,36,63.62,0,0,53,52
690.985,2000,120,7,17.9,36,63.62,0,0,50,51
504.988,2000,120,10,18.8,38,63.62,0,0,51,53
544.302,2000,120,13,18.5,37,63.62,0,0,51,50
664.955,2000,120,15,18.3,35,63.62,0,0,50,50
536.897,2000,0,5,18.3,36,63.62,0,0,51,51
468.903,2000,20,5,18.9,36,63.62,0,0,51,51
598.858,2000,30,5,18.9,36,63.62,0,0,53,51
612.867,2000,45,5,18.7,36,63.62,0,0,50,51
463.48,2000,60,5,18.7,36,63.62,0,0,52,50
705.26,2000,90,5,18.5,36,63.62,0,0,54,53
528.944,2000,120,5,18.8,40,63.62,0,0,50,50
525.15,2000,120,5,18,36,63.62,0,0,53,52
625.154,2000,180,5,18.4,36,63.62,0,0,51,53
616.056,2000,120,5,21.8,47,52.98,71,130,0,0
457.46,2000,120,5,21,51,52.98,72,130,0,0
616.030,2000,120,5,21.1,52,52.98,73,100,0,0
325.957,100,120,5,20.1,36,63.62,0,0,80,80
347.301,200,120,5,20.1,37,63.62,0,0,80,80
333.424,400,120,5,19.9,39,63.62,0,0,81,81
462.952,500,120,5,20.1,41,63.62,0,0,82,83
384.374,750,120,5,19.6,39,63.62,0,0,81,80
419.825,1000,120,5,19.7,40,63.62,0,0,80,80
592.549,1500,120,5,19.6,41,63.62,0,0,82,80
628.205,2000,120,5,19.4,43,63.62,0,0,79,80